순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
66,경기도,고양시 일산동구,일산호수공원,경기 고양시 일산동구 호수로 595-0,문화관광,도시공원,163209
67,부산광역시,해운대구,해운대해수욕장,부산 해운대구 해운대해변로 264-0,자연관광,자연경관(하천/해양),162178
68,부산광역시,기장군,신세계프리미엄아울렛부산점,부산 기장군 정관로 1133-0,쇼핑,쇼핑몰,161558
69,경기도,수원시 영통구,롯데아울렛광교점,경기 수원시 영통구 도청로 10-0,쇼핑,쇼핑몰,161128
70,인천광역시,연수구,송도센트럴파크,인천 연수구 컨벤시아대로 160-0,문화관광,도시공원,161025
71,제주특별자치도,제주시,동문재래시장,제주 제주시 관덕로14길 20-0,쇼핑,시장,159847
72,경기도,과천시,서울대공원,경기 과천시 대공원광장로 102-0,문화관광,테마공원,159486
73,강원특별자치도,정선군,강원랜드카지노,강원 정선군 하이원길 265-0,문화관광,기타문화관광지,158750
74,경기도,고양시 일산서구,현대백화점킨텍스점,경기 고양시 일산서구 호수로 817-0,쇼핑,백화점,158190
75,서울특별시,중구,신세계백화점본점신관,서울 중구 퇴계로 77-0,쇼핑,백화점,157731
76,인천광역시,중구,연안부두,인천 중구 연안부두로 0-0,자연관광,자연경관(하천/해양),156143
77,경기도,파주시,헤이리예술마을,경기 파주시 헤이리마을길 59-118,기타관광,기타관광,154418
78,인천광역시,미추홀구,인천종합터미널,인천 미추홀구 연남로 35-0,기타관광,교통시설,152907
79,부산광역시,수영구,광안리해수욕장,부산 수영구 광안해변로 219-0,자연관광,자연경관(하천/해양),152219
80,제주특별자치도,서귀포시,서귀포매일올레시장,제주 서귀포시 중앙로62번길 18-0,쇼핑,시장,151192
81,서울특별시,광진구,어린이대공원,서울 광진구 능동로 216-0,문화관광,테마공원,149671
82,인천광역시,남동구,소래포구종합어시장,인천 남동구 소래역로 12-0,쇼핑,시장,147823
83,강원특별자치도,강릉시,주문진항,강원 강릉시 해안로 1758-14,자연관광,자연경관(하천/해양),147683
84,강원특별자치도,양양군,낙산사,강원 양양군 낙산사로 100-0,역사관광,종교성지,147174
85,서울특별시,송파구,롯데백화점잠실점,서울 송파구 올림픽로 240-0,쇼핑,백화점,147087
86,인천광역시,연수구,스퀘어원,인천 연수구 청능대로 210-0,쇼핑,쇼핑몰,144292
87,경기도,파주시,마장호수출렁다리,경기 파주시,기타관광,기타관광,142273
88,경기도,고양시 일산동구,라페스타,경기 고양시 일산동구 무궁화로 20-11,쇼핑,쇼핑몰,142169
89,경기도,수원시 권선구,롯데백화점수원점,경기 수원시 권선구 세화로 118-0,쇼핑,백화점,141346
90,충청남도,천안시 동남구,천안종합버스터미널,충남 천안시 동남구 만남로 43-0,기타관광,교통시설,139995
91,부산광역시,부산진구,롯데백화점부산본점,부산 부산진구 가야대로 772-0,쇼핑,백화점,138940
92,경기도,의정부시,신세계백화점의정부점,경기 의정부시 평화로 525-0,쇼핑,백화점,137429
93,경기도,광명시,광명동굴,경기 광명시 가학로85번길 142-0,자연관광,자연생태,137326
94,서울특별시,서초구,예술의전당콘서트홀,서울 서초구 남부순환로 2406-0,문화관광,공연시설,136970
95,부산광역시,기장군,해동용궁사,부산 기장군 용궁길 86-0,역사관광,종교성지,135424
96,서울특별시,송파구,가든파이브라이프,서울 송파구 충민로 66-0,쇼핑,쇼핑몰,134695
97,서울특별시,강서구,NC백화점강서점,서울 강서구 강서로56길 17-0,쇼핑,백화점,132151
98,강원특별자치도,원주시,원주소금산출렁다리,강원 원주시 소금산길 12-0,기타관광,기타관광,131047
99,경기도,부천시,부천터미널소풍,경기 부천시 송내대로 239-0,기타관광,교통시설,131036
100,대전광역시,동구,대전복합터미널서관,대전 동구 동서대로 1689-0,기타관광,교통시설,130488
101,서울특별시,서대문구,현대백화점신촌점,서울 서대문구 신촌로 83-0,쇼핑,백화점,130033
102,부산광역시,해운대구,송정해수욕장,부산 해운대구 송정해변로 62-0,자연관광,자연경관(하천/해양),129772
103,서울특별시,중구,현대시티아울렛동대문점,서울 중구 장충단로13길 20-0,쇼핑,쇼핑몰,128716
104,충청북도,청주시 청원구,청주국제공항,충북 청주시 청원구 오창대로 980-0,기타관광,교통시설,128327
105,강원특별자치도,강릉시,안목해변,강원 강릉시 창해로14번길 20-1,자연관광,자연경관(하천/해양),128148
106,경상북도,경주시,불국사,경북 경주시 불국로 385-0,역사관광,종교성지,127521
107,부산광역시,강서구,김해공항국내선청사,부산 강서구 공항진입로 108-0,기타관광,교통시설,125650
108,경기도,이천시,이천종합버스터미널,경기 이천시 이섭대천로 1200-0,기타관광,교통시설,123729
109,서울특별시,은평구,롯데몰은평점,서울 은평구 통일로 1050-0,쇼핑,쇼핑몰,123296
110,서울특별시,강남구,SETEC,서울 강남구 남부순환로 3104-0,문화관광,전시시설,122630
111,전북특별자치도,익산시,익산역,전북 익산시 익산대로 153-0,기타관광,교통시설,122414
112,경기도,부천시,롯데백화점중동점,경기 부천시 길주로 300-0,쇼핑,백화점,121419
113,서울특별시,마포구,서울월드컵경기장,서울 마포구 월드컵로 240-0,문화관광,레저스포츠시설,120220
114,경기도,시흥시,오이도빨강등대,경기 시흥시 오이도로 170-0,문화관광,랜드마크관광,118874
115,경상북도,포항시 북구,죽도시장,경북 포항시 북구 죽도시장13길 13-1,쇼핑,시장,117043
116,경기도,화성시,궁평항,경기 화성시 궁평항로 1049-24,자연관광,자연경관(하천/해양),116778
117,경기도,안양시 동안구,롯데백화점평촌점,경기 안양시 동안구 시민대로 180-0,쇼핑,백화점,116489
118,전북특별자치도,전주시 덕진구,전주역,전북 전주시 덕진구 동부대로 680-0,기타관광,교통시설,116481
119,서울특별시,서초구,신세계센트럴시티터미널호남선,서울 서초구 신반포로 176-0,기타관광,교통시설,116456
120,경기도,양평군,두물머리,경기 양평군,기타관광,기타관광,116233
121,경기도,구리시,롯데백화점구리점,경기 구리시 경춘로 261-0,쇼핑,백화점,114856
122,서울특별시,노원구,롯데백화점노원점,서울 노원구 동일로 1414-0,쇼핑,백화점,114761
123,서울특별시,강동구,현대백화점천호점,서울 강동구 천호대로 1005-0,쇼핑,백화점,114694
124,서울특별시,종로구,동대문종합시장,서울 종로구 종로 266-0,쇼핑,시장,113867
125,경기도,수원시 팔달구,AK플라자수원,경기 수원시 팔달구 덕영대로 924-0,쇼핑,백화점,113450
126,세종특별자치시,세종특별자치시,조치원역,세종시   으뜸길 215-0,기타관광,교통시설,112800
127,인천광역시,남동구,인천대공원,인천 남동구 무네미로 236-0,문화관광,도시공원,111342
128,강원특별자치도,홍천군,비발디파크 오션월드,강원 홍천군 한치골길 262-0,문화관광,테마공원,111198
129,경기도,수원시 영통구,아브뉴프랑광교,경기 수원시 영통구 센트럴타운로 85-0,쇼핑,쇼핑몰,110809
130,강원특별자치도,속초시,대포항,강원 속초시,자연관광,자연경관(하천/해양),110596
131,경기도,가평군,아침고요수목원,경기 가평군 수목원로 432-0,문화관광,테마공원,110175
132,강원특별자치도,춘천시,남이섬,강원 춘천시 남이섬길 1-0,자연관광,자연경관(하천/해양),109340
133,서울특별시,용산구,국립중앙박물관,서울 용산구 서빙고로 137-0,문화관광,전시시설,109065
134,서울특별시,동대문구,롯데백화점청량리점,서울 동대문구 왕산로 214-0,쇼핑,백화점,108459
135,부산광역시,동구,부산역,부산 동구 중앙대로 206-0,기타관광,교통시설,108114
136,충청북도,청주시 흥덕구,청주시외버스터미널,충북 청주시 흥덕구 풍산로 6-0,기타관광,교통시설,108036
137,충청남도,천안시 동남구,신세계백화점천안아산점,충남 천안시 동남구 만남로 43-0,쇼핑,백화점,107180
138,강원특별자치도,원주시,원주종합버스터미널,강원 원주시 서원대로 171-0,기타관광,교통시설,106988
139,제주특별자치도,서귀포시,성산일출봉,제주 서귀포시 일출로 284-12,자연관광,자연경관(산),106142
140,경상북도,경주시,첨성대,경북 경주시 첨성로 140-25,역사관광,역사유적지,105141
141,부산광역시,중구,자갈치시장,부산 중구 자갈치해안로 52-0,쇼핑,시장,104710
142,경상남도,통영시,통영중앙전통시장,경남 통영시 중앙시장1길 14-16,쇼핑,시장,104476
143,경기도,성남시 분당구,AK플라자분당,경기 성남시 분당구 황새울로360번길 42-0,쇼핑,백화점,104379
144,제주특별자치도,제주시,협재해수욕장,제주 제주시,자연관광,자연경관(하천/해양),103349
145,경기도,성남시 분당구,율동공원,경기 성남시 분당구 문정로 145-0,문화관광,도시공원,102329
146,부산광역시,사상구,부산서부버스터미널,부산 사상구 사상로 201-0,기타관광,교통시설,102295
147,대전광역시,서구,갤러리아백화점타임월드점,대전 서구 대덕대로 211-0,쇼핑,백화점,101746
148,서울특별시,성동구,서울숲,서울 성동구 뚝섬로 273-0,문화관광,도시공원,100678
149,경기도,부천시,웅진플레이도시,경기 부천시 조마루로 2-0,문화관광,테마공원,100473
150,강원특별자치도,속초시,설악케이블카,강원 속초시 설악산로 1085-0,기타관광,기타관광,99834
151,서울특별시,금천구,현대시티아울렛가산점,서울 금천구 디지털로10길 9-0,쇼핑,쇼핑몰,99579
152,경기도,광주시,화담숲,경기 광주시 도척윗로 278-1,문화관광,테마공원,99415
153,대구광역시,중구,더현대대구,대구 중구 달구벌대로 2077-0,쇼핑,백화점,98964
154,서울특별시,영등포구,롯데백화점영등포점,서울 영등포구 경인로 846-0,쇼핑,백화점,98549
155,경기도,용인시 기흥구,롯데프리미엄아울렛기흥점,경기 용인시 기흥구 신고매로 124-0,쇼핑,쇼핑몰,98455
156,경기도,파주시,금촌역,경기 파주시 새꽃로 193-0,기타관광,교통시설,98300
157,경기도,용인시 처인구,용인공용버스터미널,경기 용인시 처인구 중부대로 1486-0,기타관광,교통시설,98117
158,서울특별시,중구,두산타워,서울 중구 장충단로 275-0,쇼핑,쇼핑몰,97831
159,서울특별시,서초구,서울남부터미널,서울 서초구 효령로 292-0,기타관광,교통시설,97274
160,전라남도,순천시,순천만국가정원,전남 순천시 국가정원1호길 47-0,기타관광,기타관광,97249
161,경기도,성남시 분당구,성남시임시버스터미널,경기 성남시 분당구 성남대로925번길 16-0,기타관광,교통시설,96728
162,충청북도,청주시 흥덕구,현대백화점충청점,충북 청주시 흥덕구 직지대로 308-0,쇼핑,백화점,96727
163,대구광역시,중구,서문시장,대구 중구 큰장로26길 45-0,쇼핑,시장,96539
164,경기도,고양시 일산서구,원마운트,경기 고양시 일산서구 한류월드로 300-0,쇼핑,쇼핑몰,96422
165,경기도,가평군,남이섬선착장,경기 가평군 북한강변로 1024-0,기타관광,교통시설,96363
166,경기도,광명시,롯데몰광명점,경기 광명시 일직로 17-0,쇼핑,쇼핑몰,95569
167,서울특별시,금천구,마리오아울렛1관,서울 금천구 디지털로 185-0,쇼핑,쇼핑몰,95502
168,부산광역시,부산진구,NC백화점서면점,부산 부산진구 동천로 92-0,쇼핑,백화점,95373
169,인천광역시,연수구,송도컨벤시아,인천 연수구 센트럴로 123-0,문화관광,전시시설,95370
170,대전광역시,서구,롯데백화점대전점,대전 서구 계룡로 598-0,쇼핑,백화점,94873
171,경상남도,거제시,바람의언덕,경남 거제시,문화관광,기타문화관광지,94719
172,서울특별시,용산구,남산서울타워,서울 용산구 남산공원길 105-0,문화관광,랜드마크관광,94313
172,서울특별시,영등포구,신세계백화점타임스퀘어점,서울 영등포구 영중로 9-0,쇼핑,백화점,94313
174,서울특별시,강서구,강서농산물도매시장,서울 강서구 발산로 40-0,쇼핑,시장,94279
175,경기도,고양시 일산동구,롯데백화점일산점,경기 고양시 일산동구 중앙로 1283-0,쇼핑,백화점,94175
176,부산광역시,영도구,태종대,부산 영도구 전망로 24-0,역사관광,역사유적지,94110
177,강원특별자치도,정선군,강원랜드,강원 정선군 하이원길 265-0,문화관광,복합관광시설,93991
178,경기도,남양주시,평내호평역,경기 남양주시 경춘로 1375-0,기타관광,교통시설,93747
179,부산광역시,중구,롯데백화점광복점,부산 중구 중앙대로 2-0,쇼핑,백화점,93136
180,경기도,시흥시,물왕호수,경기 시흥시,자연관광,자연경관(하천/해양),92965
181,서울특별시,서초구,반포한강공원,서울 서초구 신반포로11길 40-0,문화관광,도시공원,92900
182,경상남도,남해군,독일마을,경남 남해군 독일로 92-0,기타관광,기타관광,92881
183,경상북도,김천시,김천구미역,경북 김천시 혁신1로 51-0,기타관광,교통시설,92637
184,경기도,수원시 영통구,광교호수공원,경기 수원시 영통구 광교호수공원로 102-0,문화관광,도시공원,92245
185,경상북도,구미시,구미역,경북 구미시 구미중앙로 76-0,기타관광,교통시설,92241
186,서울특별시,송파구,현대시티몰가든파이브점,서울 송파구 충민로 66-0,쇼핑,쇼핑몰,91085
187,경기도,과천시,서울랜드,경기 과천시 광명로 181-0,문화관광,테마공원,90030
188,서울특별시,중구,신세계백화점본점,서울 중구 소공로 63-0,쇼핑,백화점,89568
189,경기도,파주시,프로방스,경기 파주시 새오리로 69-0,기타관광,기타관광,88917
190,강원특별자치도,강릉시,주문진수산시장,강원 강릉시 시장1길 4-1,쇼핑,시장,88771
191,경기도,고양시 일산서구,아쿠아플라넷일산,경기 고양시 일산서구 한류월드로 282-0,문화관광,테마공원,88651
192,강원특별자치도,강릉시,강릉역,강원 강릉시 용지로 176-0,기타관광,교통시설,88618
193,충청북도,청주시 상당구,청남대,충북 청주시 상당구 청남대길 646-0,기타관광,기타관광,88503
194,경상북도,영덕군,강구항,경북 영덕군,자연관광,자연경관(하천/해양),87889
195,경상북도,포항시 남구,포항시외버스터미널,경북 포항시 남구 중흥로 85-0,기타관광,교통시설,87494
196,서울특별시,송파구,올림픽공원,서울 송파구 올림픽로 424-0,문화관광,도시공원,87365
197,서울특별시,성북구,현대백화점미아점,서울 성북구 동소문로 315-0,쇼핑,백화점,87276
198,경기도,화성시,제부도,경기 화성시,자연관광,자연경관(하천/해양),86537
199,인천광역시,강화군,보문사,인천 강화군 삼산남로828번길 44-0,역사관광,종교성지,86494
200,제주특별자치도,서귀포시,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,문화관광,전시시설,86403
201,서울특별시,강남구,갤러리아백화점명품관EAST,서울 강남구 압구정로 407-0,쇼핑,백화점,85988
202,경기도,안양시 동안구,안양농수산물도매시장,경기 안양시 동안구 흥안대로 313-0,쇼핑,시장,85718
203,부산광역시,해운대구,벡스코제1전시장,부산 해운대구 APEC로 55-0,문화관광,전시시설,85296
204,충청남도,천안시 동남구,독립기념관,충남 천안시 동남구 독립기념관로 1-0,문화관광,전시시설,84708
205,대구광역시,동구,대구국제공항,대구 동구 공항로 221-0,기타관광,교통시설,84418
206,서울특별시,강남구,롯데백화점강남점,서울 강남구 도곡로 401-0,쇼핑,백화점,83954
207,부산광역시,기장군,기장시장,부산 기장군 읍내로104번길 16-0,쇼핑,시장,83748
208,서울특별시,금천구,마리오아울렛3관,서울 금천구 벚꽃로 266-0,쇼핑,쇼핑몰,83716
209,경기도,김포시,대명포구,경기 김포시,자연관광,자연경관(하천/해양),83690
210,충청남도,태안군,꽃지해수욕장,충남 태안군 꽃지해안로 400-0,자연관광,자연경관(하천/해양),83435
211,전라남도,담양군,죽녹원,전남 담양군 죽녹원로 119-0,자연관광,자연공원,82938
212,경기도,용인시 처인구,레이크사이드CC,경기 용인시 처인구 능원로 181-0,레저스포츠,육상레저스포츠,82373
213,경기도,수원시 팔달구,뉴코아아울렛동수원점,경기 수원시 팔달구 인계로 154-0,쇼핑,대형마트,82362
214,충청남도,당진시,당진버스터미널,충남 당진시 밤절로 149-0,기타관광,교통시설,81994
215,경기도,고양시 일산동구,뉴코아아울렛일산점,경기 고양시 일산동구 중앙로 1206-0,쇼핑,대형마트,81700
216,제주특별자치도,제주시,함덕해수욕장,제주 제주시 조함해안로 525-0,자연관광,자연경관(하천/해양),81562
217,강원특별자치도,속초시,동명항,강원 속초시 동명항길 50-0,자연관광,자연경관(하천/해양),81291
218,충청남도,아산시,퍼스트빌리지,충남 아산시 해위안길 127-0,쇼핑,쇼핑몰,80820
219,경기도,안산시 상록구,안산버스터미널,경기 안산시 상록구 항가울로 410-0,기타관광,교통시설,80760
220,충청남도,부여군,롯데아울렛부여점,충남 부여군 백제문로 387-0,쇼핑,쇼핑몰,80402
221,부산광역시,금정구,부산종합버스터미널,부산 금정구 중앙대로 2238-0,기타관광,교통시설,80189
222,경기도,남양주시,퇴계원역,경기 남양주시 경춘북로 545-0,기타관광,교통시설,80145
223,세종특별자치시,세종특별자치시,세종호수공원,세종시,문화관광,도시공원,79918
224,강원특별자치도,평창군,대관령양떼목장,강원 평창군 대관령마루길 483-32,기타관광,기타관광,79816
225,경기도,성남시 분당구,롯데백화점분당점,경기 성남시 분당구 황새울로200번길 45-0,쇼핑,백화점,79534
226,인천광역시,강화군,동막해수욕장,인천 강화군 해안남로 1481-0,자연관광,자연경관(하천/해양),78718
227,전라남도,여수시,향일암,전남 여수시 향일암로 1-0,역사관광,종교성지,78362
228,경상남도,통영시,스카이라인루지통영,경남 통영시 발개로 178-0,레저스포츠,기타레저스포츠,78114
229,서울특별시,서초구,뉴코아아울렛강남점,서울 서초구 잠원로 69-0,쇼핑,대형마트,78005
230,부산광역시,사하구,다대포해수욕장,부산 사하구 몰운대1길 14-0,자연관광,자연경관(하천/해양),77882
231,경기도,의왕시,백운호수,경기 의왕시 학현로 0-0,자연관광,자연경관(하천/해양),77457
232,충청북도,청주시 흥덕구,청주고속버스임시터미널,충북 청주시 흥덕구 2순환로 1228-0,기타관광,교통시설,77179
233,대구광역시,북구,EXCO서관,대구 북구 엑스코로 10-0,문화관광,전시시설,76921
234,경상남도,통영시,통영케이블카,경남 통영시 발개로 205-0,기타관광,기타관광,76887
235,전라남도,목포시,목포역,전남 목포시 영산로 98-0,기타관광,교통시설,76628
236,경기도,파주시,문산역,경기 파주시 문산역로 94-0,기타관광,교통시설,76469
237,충청남도,공주시,동학사,충남 공주시 동학사1로 462-0,역사관광,종교성지,75505
238,경상북도,경주시,신경주역,경북 경주시 경주역로 80-0,기타관광,교통시설,74941
239,경기도,화성시,리베라CC,경기 화성시 중리길 183-0,레저스포츠,육상레저스포츠,74924
240,전라남도,순천시,순천역,전남 순천시 팔마로 135-0,기타관광,교통시설,74595
241,경기도,안산시 단원구,대부도,경기 안산시 단원구 감나무길 0-0,자연관광,자연경관(하천/해양),74148
242,경기도,용인시 처인구,캐리비안베이,경기 용인시 처인구 에버랜드로 199-0,문화관광,테마공원,74120
243,서울특별시,용산구,전쟁기념관,서울 용산구 이태원로 29-0,문화관광,전시시설,74105
244,경상북도,포항시 북구,포항역,경북 포항시 북구 포항역로 1-0,기타관광,교통시설,73886
245,경상남도,김해시,신세계백화점김해점,경남 김해시 김해대로 2232-0,쇼핑,백화점,73582
246,인천광역시,중구,클럽72CC바다코스,인천 중구 공항동로 392-0,레저스포츠,육상레저스포츠,73363
247,경상북도,포항시 북구,영일대해수욕장,경북 포항시 북구,자연관광,자연경관(하천/해양),72856
248,전북특별자치도,군산시,선유도,전북 군산시 선유남길 34-22,자연관광,자연경관(하천/해양),72632
249,서울특별시,중구,밀리오레동대문점,서울 중구 장충단로 263-0,쇼핑,쇼핑몰,72268
250,대구광역시,수성구,수성못,대구 수성구,자연관광,자연경관(하천/해양),72112
251,서울특별시,종로구,광장시장,서울 종로구 창경궁로 88-0,쇼핑,시장,71921
252,서울특별시,관악구,롯데백화점관악점,서울 관악구 봉천로 209-0,쇼핑,백화점,71847
253,경기도,과천시,국립과천과학관,경기 과천시 상하벌로 110-0,문화관광,전시시설,71726
254,인천광역시,서구,모다아울렛인천점,인천 서구 북항로32번안길 50-0,쇼핑,쇼핑몰,71502
255,경기도,안양시 만안구,안양예술공원,경기 안양시 만안구 예술공원로 195-1,문화관광,도시공원,71351
256,경상남도,창원시 마산회원구,마산역,경남 창원시 마산회원구 마산역광장로 18-0,기타관광,교통시설,71153
257,광주광역시,광산구,광주송정역,광주 광산구 상무대로 201-0,기타관광,교통시설,71035
258,충청남도,당진시,삽교호관광지,충남 당진시 삽교천3길 100-0,문화관광,복합관광시설,70969
259,전라남도,여수시,오동도,전남 여수시 오동도로 222-0,자연관광,자연경관(하천/해양),70726
260,경상북도,경주시,경주시외버스터미널,경북 경주시 강변로 184-0,기타관광,교통시설,70162
261,인천광역시,강화군,강화풍물시장,인천 강화군 중앙로 17-9,쇼핑,시장,70005
262,충청남도,서산시,서산공용버스터미널,충남 서산시 안견로 190-0,기타관광,교통시설,69967
263,충청남도,천안시 서북구,갤러리아백화점센터시티점,충남 천안시 서북구 공원로 227-0,쇼핑,백화점,69836
264,경기도,파주시,임진각,경기 파주시 임진각로 164-0,기타관광,기타관광,69745
265,경기도,수원시 팔달구,수원월드컵경기장,경기 수원시 팔달구 월드컵로 310-0,문화관광,레저스포츠시설,69692
