순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
111,서울특별시,강동구,현대백화점천호점,서울 강동구 천호대로 1005-0,쇼핑,백화점,165413
112,경기도,용인시 수지구,롯데몰수지점,경기 용인시 수지구 성복2로 38-0,쇼핑,쇼핑몰,163893
113,경기도,김포시,대명포구,경기 김포시,자연관광,자연경관(하천/해양),163756
114,경기도,고양시 일산동구,라페스타,경기 고양시 일산동구 무궁화로 20-11,쇼핑,쇼핑몰,162977
115,대전광역시,동구,대전복합터미널서관,대전 동구 동서대로 1689-0,기타관광,교통시설,162196
116,강원특별자치도,양양군,낙산사,강원 양양군 낙산사로 100-0,역사관광,종교성지,161050
117,경기도,용인시 기흥구,한국민속촌,경기 용인시 기흥구 민속촌로 90-0,역사관광,역사유적지,160951
118,전북특별자치도,익산시,익산역,전북 익산시 익산대로 153-0,기타관광,교통시설,159610
119,서울특별시,서대문구,현대백화점신촌점,서울 서대문구 신촌로 83-0,쇼핑,백화점,159351
120,서울특별시,노원구,롯데백화점노원점,서울 노원구 동일로 1414-0,쇼핑,백화점,159005
121,경기도,안양시 동안구,안양농수산물도매시장,경기 안양시 동안구 흥안대로 313-0,쇼핑,시장,157824
122,경기도,화성시,제부도,경기 화성시,자연관광,자연경관(하천/해양),157611
123,제주특별자치도,제주시,협재해수욕장,제주 제주시,자연관광,자연경관(하천/해양),155657
124,경기도,수원시 권선구,롯데백화점수원점,경기 수원시 권선구 세화로 118-0,쇼핑,백화점,155247
125,서울특별시,서초구,신세계센트럴시티터미널호남선,서울 서초구 신반포로 176-0,기타관광,교통시설,154303
126,경기도,안양시 동안구,롯데백화점평촌점,경기 안양시 동안구 시민대로 180-0,쇼핑,백화점,154088
127,강원특별자치도,속초시,대포항,강원 속초시,자연관광,자연경관(하천/해양),153786
128,경기도,부천시,롯데백화점중동점,경기 부천시 길주로 300-0,쇼핑,백화점,153757
129,서울특별시,강서구,NC백화점강서점,서울 강서구 강서로56길 17-0,쇼핑,백화점,153519
130,인천광역시,남동구,남촌농산물도매시장,인천 남동구 비류대로 763-0,쇼핑,시장,153425
131,서울특별시,송파구,올림픽공원,서울 송파구 올림픽로 424-0,문화관광,도시공원,153397
132,서울특별시,영등포구,신세계백화점타임스퀘어점,서울 영등포구 영중로 9-0,쇼핑,백화점,152449
133,서울특별시,용산구,HDC아이파크몰,서울 용산구 한강대로23길 55-0,쇼핑,백화점,147892
134,제주특별자치도,제주시,함덕해수욕장,제주 제주시 조함해안로 525-0,자연관광,자연경관(하천/해양),146671
135,경기도,화성시,동탄호수공원,경기 화성시,문화관광,도시공원,146415
136,제주특별자치도,서귀포시,성산일출봉,제주 서귀포시 일출로 284-12,자연관광,자연경관(산),146366
137,경기도,이천시,이천종합버스터미널,경기 이천시 이섭대천로 1200-0,기타관광,교통시설,145573
138,서울특별시,광진구,어린이대공원,서울 광진구 능동로 216-0,문화관광,테마공원,145233
139,세종특별자치시,세종특별자치시,조치원역,세종시   으뜸길 215-0,기타관광,교통시설,144982
140,서울특별시,종로구,동대문종합시장,서울 종로구 종로 266-0,쇼핑,시장,144757
141,서울특별시,서초구,예술의전당,서울 서초구 남부순환로 2406-0,문화관광,공연시설,144603
142,서울특별시,동대문구,롯데백화점청량리점,서울 동대문구 왕산로 214-0,쇼핑,백화점,144293
143,경기도,파주시,평화누리,경기 파주시 임진각로 148-40,문화관광,도시공원,144192
144,경기도,수원시 영통구,롯데아울렛광교점,경기 수원시 영통구 도청로 10-0,쇼핑,쇼핑몰,142397
145,강원특별자치도,강릉시,안목해변,강원 강릉시 창해로14번길 20-1,자연관광,자연경관(하천/해양),142216
146,경기도,남양주시,평내호평역,경기 남양주시 경춘로 1375-0,기타관광,교통시설,141656
147,서울특별시,중구,현대시티아울렛동대문점,서울 중구 장충단로13길 20-0,쇼핑,쇼핑몰,141139
148,전북특별자치도,전주시 덕진구,전주역,전북 전주시 덕진구 동부대로 680-0,기타관광,교통시설,140941
149,경기도,안산시 단원구,대부도,경기 안산시 단원구 감나무길 0-0,자연관광,자연경관(하천/해양),140503
150,경기도,시흥시,물왕호수,경기 시흥시,자연관광,자연경관(하천/해양),139876
151,충청남도,천안시 동남구,신세계백화점천안아산점,충남 천안시 동남구 만남로 43-0,쇼핑,백화점,139197
152,경상북도,포항시 북구,영일대해수욕장,경북 포항시 북구,자연관광,자연경관(하천/해양),139137
153,경기도,가평군,아침고요수목원,경기 가평군 수목원로 432-0,문화관광,테마공원,138573
154,부산광역시,사상구,부산서부버스터미널,부산 사상구 사상로 201-0,기타관광,교통시설,138244
155,경상남도,남해군,독일마을,경남 남해군 독일로 92-0,기타관광,기타관광,138027
156,경상남도,거제시,바람의언덕,경남 거제시,문화관광,기타문화관광지,137992
157,서울특별시,마포구,서울월드컵경기장,서울 마포구 월드컵로 240-0,문화관광,레저스포츠시설,137604
158,경상북도,경주시,불국사,경북 경주시 불국로 385-0,역사관광,종교성지,137580
159,서울특별시,송파구,롯데월드잠실점,서울 송파구 올림픽로 240-0,문화관광,테마공원,137416
160,서울특별시,강남구,갤러리아백화점명품관EAST,서울 강남구 압구정로 407-0,쇼핑,백화점,136767
161,서울특별시,서초구,서울남부터미널,서울 서초구 효령로 292-0,기타관광,교통시설,136498
162,경기도,구리시,롯데백화점구리점,경기 구리시 경춘로 261-0,쇼핑,백화점,135352
163,서울특별시,영등포구,롯데백화점영등포점,서울 영등포구 경인로 846-0,쇼핑,백화점,135135
164,경기도,남양주시,퇴계원역,경기 남양주시 경춘북로 545-0,기타관광,교통시설,134367
165,강원특별자치도,원주시,원주종합버스터미널,강원 원주시 서원대로 171-0,기타관광,교통시설,133729
166,서울특별시,서초구,반포한강공원,서울 서초구 신반포로11길 40-0,문화관광,도시공원,133552
167,전라남도,담양군,죽녹원,전남 담양군 죽녹원로 119-0,자연관광,자연공원,133313
168,부산광역시,중구,롯데백화점광복점,부산 중구 중앙대로 2-0,쇼핑,백화점,132370
169,울산광역시,울주군,간절곶,울산 울주군,기타관광,기타관광,131922
170,강원특별자치도,평창군,대관령양떼목장,강원 평창군 대관령마루길 483-32,기타관광,기타관광,129917
171,서울특별시,용산구,남산서울타워,서울 용산구 남산공원길 105-0,문화관광,랜드마크관광,129470
172,경기도,성남시 분당구,AK플라자분당,경기 성남시 분당구 황새울로360번길 42-0,쇼핑,백화점,129049
173,인천광역시,강화군,강화풍물시장,인천 강화군 중앙로 17-9,쇼핑,시장,128228
174,부산광역시,기장군,해동용궁사,부산 기장군 용궁길 86-0,역사관광,종교성지,127795
175,경상남도,통영시,통영중앙전통시장,경남 통영시 중앙시장1길 14-16,쇼핑,시장,127577
176,인천광역시,남동구,인천대공원,인천 남동구 무네미로 236-0,문화관광,도시공원,127381
177,강원특별자치도,속초시,설악케이블카,강원 속초시 설악산로 1085-0,기타관광,기타관광,126985
178,부산광역시,부산진구,NC백화점서면점,부산 부산진구 동천로 92-0,쇼핑,백화점,126816
179,충청남도,태안군,꽃지해수욕장,충남 태안군 꽃지해안로 400-0,자연관광,자연경관(하천/해양),125098
180,부산광역시,사하구,다대포해수욕장,부산 사하구 몰운대1길 14-0,자연관광,자연경관(하천/해양),125059
181,경상북도,영덕군,강구항,경북 영덕군,자연관광,자연경관(하천/해양),124804
182,충청남도,예산군,예당호출렁다리,충남 예산군,기타관광,기타관광,124597
183,세종특별자치시,세종특별자치시,세종호수공원,세종시,문화관광,도시공원,124380
184,경기도,남양주시,덕소역,경기 남양주시 덕소로 56-0,기타관광,교통시설,124241
185,경기도,광주시,화담숲,경기 광주시 도척윗로 278-1,문화관광,테마공원,124111
186,경기도,파주시,금촌역,경기 파주시 새꽃로 193-0,기타관광,교통시설,123308
187,경기도,수원시 영통구,앨리웨이광교,경기 수원시 영통구 광교호수공원로 80-0,쇼핑,쇼핑몰,123192
188,강원특별자치도,강릉시,강릉중앙시장,강원 강릉시 금성로 21-0,쇼핑,시장,122992
189,서울특별시,종로구,북악스카이웨이,서울 종로구,기타관광,데이트코스,121701
190,서울특별시,성북구,현대백화점미아점,서울 성북구 동소문로 315-0,쇼핑,백화점,121132
191,경기도,부천시,부천터미널소풍,경기 부천시 송내대로 239-0,기타관광,교통시설,120953
192,경기도,안산시 단원구,방아머리해변,경기 안산시 단원구,자연관광,자연경관(하천/해양),119064
193,강원특별자치도,양양군,서피비치,강원 양양군 하조대해안길 119-0,레저스포츠,수상레저스포츠,118490
194,부산광역시,강서구,스타필드시티명지,부산 강서구 명지국제6로 168-0,쇼핑,쇼핑몰,118467
195,서울특별시,은평구,롯데몰은평점,서울 은평구 통일로 1050-0,쇼핑,쇼핑몰,118278
196,충청남도,서산시,삼길포항,충남 서산시,자연관광,자연경관(하천/해양),118252
197,경기도,하남시,미사경정공원,경기 하남시 미사대로 505-0,문화관광,도시공원,117670
198,서울특별시,중구,신세계백화점본점,서울 중구 소공로 63-0,쇼핑,백화점,116198
199,부산광역시,기장군,기장시장,부산 기장군 읍내로104번길 16-0,쇼핑,시장,116118
200,경상남도,양산시,통도사,경남 양산시 통도사로 108-0,역사관광,종교성지,114427
201,경상북도,김천시,김천구미역,경북 김천시 혁신1로 51-0,기타관광,교통시설,113810
202,경상북도,경주시,첨성대,경북 경주시 첨성로 140-25,역사관광,역사유적지,113357
203,대전광역시,서구,롯데백화점대전점,대전 서구 계룡로 598-0,쇼핑,백화점,113148
204,경기도,고양시 일산동구,롯데백화점일산점,경기 고양시 일산동구 중앙로 1283-0,쇼핑,백화점,113144
205,강원특별자치도,속초시,동명항,강원 속초시 동명항길 50-0,자연관광,자연경관(하천/해양),112933
206,경기도,용인시 처인구,레이크사이드CC,경기 용인시 처인구 능원로 181-0,레저스포츠,육상레저스포츠,112922
207,강원특별자치도,춘천시,남이섬,강원 춘천시 남이섬길 1-0,자연관광,자연경관(하천/해양),112878
208,인천광역시,서구,모다아울렛인천점,인천 서구 북항로32번안길 50-0,쇼핑,쇼핑몰,112820
209,전라남도,여수시,오동도,전남 여수시 오동도로 222-0,자연관광,자연경관(하천/해양),112815
210,경기도,수원시 권선구,수원농수산물도매시장,경기 수원시 권선구 세권로 243-0,쇼핑,시장,112349
211,인천광역시,강화군,보문사,인천 강화군 삼산남로828번길 44-0,역사관광,종교성지,111625
212,서울특별시,강남구,롯데백화점강남점,서울 강남구 도곡로 401-0,쇼핑,백화점,111571
213,충청북도,청주시 흥덕구,청주시외버스터미널,충북 청주시 흥덕구 풍산로 6-0,기타관광,교통시설,111375
214,부산광역시,금정구,부산종합버스터미널,부산 금정구 중앙대로 2238-0,기타관광,교통시설,111199
215,경기도,고양시 덕양구,행주산성,경기 고양시 덕양구 행주로15번길 89-0,역사관광,역사유적지,111170
216,전라남도,목포시,목포역,전남 목포시 영산로 98-0,기타관광,교통시설,111117
217,경기도,용인시 처인구,용인공용버스터미널,경기 용인시 처인구 중부대로 1486-0,기타관광,교통시설,110419
218,경상북도,경주시,동궁과월지,경북 경주시 원화로 102-0,역사관광,역사유적지,110415
219,경기도,화성시,리베라CC,경기 화성시 중리길 183-0,레저스포츠,육상레저스포츠,110241
220,부산광역시,중구,자갈치시장,부산 중구 자갈치해안로 52-0,쇼핑,시장,109799
221,대구광역시,중구,더현대대구,대구 중구 달구벌대로 2077-0,쇼핑,백화점,109370
222,경기도,안양시 만안구,안양예술공원,경기 안양시 만안구 예술공원로 195-1,문화관광,도시공원,109244
223,경기도,포천시,산정호수,경기 포천시,자연관광,자연경관(하천/해양),109177
224,광주광역시,서구,신세계백화점광주점,광주 서구 무진대로 932-0,쇼핑,백화점,108989
225,인천광역시,부평구,삼산농산물도매시장,인천 부평구 영성동로 46-0,쇼핑,시장,108897
226,경기도,양평군,양평역,경기 양평군 역전길 30-0,기타관광,교통시설,108826
227,인천광역시,중구,클럽72CC바다코스,인천 중구 공항동로 392-0,레저스포츠,육상레저스포츠,108524
228,서울특별시,광진구,뚝섬한강공원,서울 광진구 강변북로 2273-0,문화관광,도시공원,108146
229,충청북도,청주시 흥덕구,청주고속버스임시터미널,충북 청주시 흥덕구 2순환로 1228-0,기타관광,교통시설,106730
230,경기도,이천시,비에이비스타CC,경기 이천시 어농로 272-0,레저스포츠,육상레저스포츠,106254
231,서울특별시,중구,두산타워,서울 중구 장충단로 275-0,쇼핑,쇼핑몰,104682
232,서울특별시,금천구,마리오아울렛1관,서울 금천구 디지털로 185-0,쇼핑,쇼핑몰,104673
233,충청남도,공주시,동학사,충남 공주시 동학사1로 462-0,역사관광,종교성지,104605
234,경기도,시흥시,시흥갯골생태공원,경기 시흥시 동서로 287-0,문화관광,도시공원,103647
235,경상북도,구미시,구미역,경북 구미시 구미중앙로 76-0,기타관광,교통시설,103474
236,부산광역시,동구,부산역,부산 동구 중앙대로 206-0,기타관광,교통시설,103291
237,인천광역시,중구,하나개해수욕장,인천 중구,자연관광,자연경관(하천/해양),102090
238,경기도,시흥시,삼미시장,경기 시흥시 삼미시장2길 29-0,쇼핑,시장,100888
239,경기도,남양주시,마석역,경기 남양주시 마석중앙로 107-0,기타관광,교통시설,100799
240,강원특별자치도,양양군,낙산해변,강원 양양군 해맞이길 59-0,자연관광,자연경관(하천/해양),100601
241,충청남도,서산시,해미읍성,충남 서산시 남문2로 143-0,역사관광,역사유적지,100168
242,경상북도,경주시,보문관광단지,경북 경주시 보문로 424-33,문화관광,복합관광시설,99808
243,경기도,성남시 분당구,성남시임시버스터미널,경기 성남시 분당구 성남대로925번길 16-0,기타관광,교통시설,99712
244,경기도,파주시,프로방스,경기 파주시 새오리로 69-0,기타관광,기타관광,99142
245,제주특별자치도,서귀포시,오설록티뮤지엄,제주 서귀포시 신화역사로 15-0,문화관광,전시시설,99002
246,부산광역시,서구,송도해수욕장,부산 서구,자연관광,자연경관(하천/해양),98991
247,경기도,광주시,남한산성,경기 광주시 남한산성로 784-16,역사관광,역사유적지,98806
248,대구광역시,중구,서문시장,대구 중구 큰장로26길 45-0,쇼핑,시장,98526
249,제주특별자치도,서귀포시,섭지코지,제주 서귀포시 섭지코지로 107-0,기타관광,기타관광,98441
250,강원특별자치도,강릉시,정동진,강원 강릉시 정동역길 17-0,문화관광,복합관광시설,97825
251,경기도,파주시,문산역,경기 파주시 문산역로 94-0,기타관광,교통시설,97551
252,충청북도,청주시 흥덕구,현대백화점충청점,충북 청주시 흥덕구 직지대로 308-0,쇼핑,백화점,97299
253,경기도,파주시,임진각,경기 파주시 임진각로 164-0,기타관광,기타관광,97182
254,경기도,용인시 기흥구,태광CC,경기 용인시 기흥구 흥덕4로 77-0,레저스포츠,육상레저스포츠,96829
255,전라남도,순천시,순천만국가정원,전남 순천시 국가정원1호길 47-0,기타관광,기타관광,96255
256,부산광역시,영도구,태종대,부산 영도구 전망로 24-0,역사관광,역사유적지,96197
257,강원특별자치도,평창군,휘닉스평창,강원 평창군 태기로 174-0,문화관광,복합관광시설,95290
258,충청남도,당진시,당진버스터미널,충남 당진시 밤절로 149-0,기타관광,교통시설,94643
259,전라남도,순천시,순천역,전남 순천시 팔마로 135-0,기타관광,교통시설,94381
260,부산광역시,해운대구,반여농산물도매시장,부산 해운대구 수영강변대로 626-0,쇼핑,시장,94176
261,서울특별시,금천구,현대시티아울렛가산점,서울 금천구 디지털로10길 9-0,쇼핑,쇼핑몰,94062
262,충청남도,부여군,롯데아울렛부여점,충남 부여군 백제문로 387-0,쇼핑,쇼핑몰,93224
263,경기도,안성시,농협경제지주안성팜랜드,경기 안성시 대신두길 28-0,문화관광,테마공원,93056
264,광주광역시,광산구,광주공항,광주 광산구 상무대로 420-25,기타관광,교통시설,92579
265,경기도,성남시 분당구,롯데백화점분당점,경기 성남시 분당구 황새울로200번길 45-0,쇼핑,백화점,92060
266,제주특별자치도,제주시,이호테우해변,제주 제주시,자연관광,자연경관(하천/해양),92020
267,강원특별자치도,평창군,월정사,강원 평창군 오대산로 374-8,역사관광,종교성지,91990
268,경상북도,포항시 남구,포항시외버스터미널,경북 포항시 남구 중흥로 85-0,기타관광,교통시설,91756
